application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
1104,Male,True,3.35,Humanities,,720.0,5.0,Real Estate,
1105,Female,False,3.25,Humanities,White,620.0,5.0,Consulting,
1106,Female,False,3.13,Business,Asian,600.0,6.0,PE/VC,
1107,Male,False,3.25,STEM,Hispanic,610.0,5.0,Health Care,
1108,Male,True,3.04,STEM,,650.0,4.0,Consulting,
1109,Male,False,3.17,STEM,Asian,570.0,5.0,Investment Banking,
1110,Male,False,3.33,STEM,Other,700.0,5.0,PE/VC,
1111,Male,False,3.27,Business,Black,660.0,6.0,Technology,
1112,Male,False,3.34,Humanities,Other,610.0,5.0,PE/VC,
1113,Male,False,3.05,Humanities,Asian,620.0,4.0,PE/VC,
1114,Male,True,3.42,Business,,680.0,7.0,Real Estate,
1115,Male,False,3.22,STEM,Hispanic,630.0,6.0,Consulting,
1116,Male,True,3.14,Humanities,,730.0,5.0,Consulting,
1117,Female,False,3.31,Humanities,Black,660.0,4.0,Other,
1118,Female,False,3.57,Business,White,680.0,4.0,PE/VC,Admit
1119,Male,True,3.45,Humanities,,660.0,4.0,Other,
1120,Male,True,3.07,STEM,,660.0,5.0,Investment Banking,
1121,Female,False,3.2,Business,White,610.0,5.0,Nonprofit/Gov,
1122,Female,True,3.35,Business,,700.0,6.0,Technology,Admit
1123,Female,True,3.66,Humanities,,730.0,6.0,Health Care,
1124,Female,True,3.32,Humanities,,710.0,5.0,Nonprofit/Gov,
1125,Male,False,3.29,STEM,White,710.0,5.0,Financial Services,Admit
1126,Male,False,3.07,Humanities,Black,640.0,6.0,PE/VC,
1127,Male,False,3.26,Humanities,Asian,670.0,5.0,Other,Admit
1128,Male,True,3.41,Humanities,,640.0,5.0,PE/VC,
1129,Male,True,3.33,Business,,680.0,7.0,Investment Banking,
1130,Male,False,3.4,Business,Black,710.0,5.0,Health Care,
1131,Female,False,3.36,Business,White,610.0,5.0,PE/VC,
1132,Female,True,3.58,Humanities,,720.0,5.0,Media/Entertainment,Admit
1133,Male,False,3.29,Humanities,Hispanic,660.0,4.0,Technology,
1134,Male,False,3.19,Humanities,White,640.0,4.0,Investment Banking,
1135,Male,True,3.43,Humanities,,720.0,3.0,Nonprofit/Gov,
1136,Female,False,3.25,STEM,Black,600.0,5.0,PE/VC,
1137,Female,False,3.16,Business,Black,610.0,4.0,Financial Services,
1138,Female,False,3.24,Business,Asian,580.0,6.0,PE/VC,
1139,Male,False,3.36,Humanities,Hispanic,690.0,5.0,Consulting,
1140,Male,False,3.13,Business,Hispanic,700.0,7.0,Consulting,
1141,Female,False,3.14,STEM,Asian,660.0,7.0,PE/VC,
1142,Female,True,3.29,Humanities,,690.0,5.0,PE/VC,Admit
1143,Female,False,3.54,Humanities,Asian,710.0,4.0,Other,
1144,Male,False,3.24,Business,Hispanic,670.0,4.0,CPG,
1145,Male,False,2.97,Business,Hispanic,610.0,5.0,Consulting,
1146,Female,False,3.34,Business,Hispanic,630.0,4.0,Investment Banking,
1147,Female,False,3.39,STEM,Asian,700.0,4.0,Investment Banking,Admit
1148,Male,False,3.21,Humanities,White,650.0,6.0,Investment Banking,
1149,Male,True,3.4,STEM,,750.0,4.0,Nonprofit/Gov,Admit
1150,Female,False,3.08,STEM,Asian,660.0,5.0,Financial Services,
1151,Male,True,3.17,Business,,590.0,6.0,Consulting,
1152,Female,False,3.31,STEM,Black,660.0,6.0,Investment Banking,Waitlist
1153,Male,False,3.38,Humanities,White,680.0,5.0,Investment Banking,
1154,Female,True,3.23,Humanities,,610.0,6.0,PE/VC,
1155,Male,False,3.44,Humanities,Black,680.0,6.0,Nonprofit/Gov,
1156,Female,False,3.19,STEM,White,680.0,4.0,Nonprofit/Gov,
1157,Male,True,3.32,Humanities,,710.0,6.0,Nonprofit/Gov,Admit
1158,Male,False,3.32,Business,Asian,770.0,5.0,Health Care,Admit
1159,Male,False,2.81,Business,White,570.0,5.0,Consulting,
1160,Female,True,2.97,Business,,600.0,2.0,Consulting,
1161,Female,False,3.53,Humanities,Asian,780.0,5.0,Consulting,
1162,Male,True,3.33,STEM,,680.0,4.0,Nonprofit/Gov,
1163,Male,True,3.06,STEM,,610.0,3.0,Technology,
1164,Male,False,3.24,Humanities,White,670.0,4.0,Investment Banking,Waitlist
1165,Male,False,3.32,Humanities,White,720.0,5.0,PE/VC,
1166,Male,False,3.61,Humanities,Black,760.0,3.0,Financial Services,
1167,Male,True,3.23,Humanities,,630.0,4.0,Technology,
1168,Male,False,3.47,STEM,Black,700.0,5.0,Nonprofit/Gov,Admit
1169,Male,False,3.13,Humanities,Black,620.0,5.0,Consulting,
1170,Female,False,3.47,STEM,White,740.0,3.0,Technology,Admit
1171,Male,False,3.28,Humanities,Black,680.0,5.0,Investment Banking,
1172,Female,False,3.15,Humanities,Asian,610.0,5.0,CPG,
1173,Male,False,3.28,Humanities,White,590.0,5.0,Health Care,
1174,Male,True,3.35,STEM,,630.0,4.0,Real Estate,
1175,Female,True,3.31,STEM,,680.0,6.0,Consulting,Admit
1176,Male,False,3.06,Humanities,White,660.0,5.0,Consulting,
1177,Male,False,3.2,Humanities,Asian,680.0,5.0,Technology,
1178,Female,False,3.24,STEM,Asian,610.0,6.0,Retail,
1179,Male,False,3.28,Business,White,690.0,6.0,Technology,
1180,Female,True,3.2,Business,,640.0,5.0,Consulting,
1181,Female,False,3.25,STEM,White,670.0,5.0,Investment Banking,
1182,Female,False,3.26,STEM,White,720.0,4.0,Financial Services,Admit
1183,Male,True,2.91,STEM,,580.0,3.0,PE/VC,
1184,Female,False,2.95,STEM,Black,570.0,4.0,Media/Entertainment,
1185,Female,False,3.3,Humanities,Hispanic,650.0,5.0,Media/Entertainment,
1186,Male,False,3.2,Humanities,Asian,640.0,4.0,Technology,
1187,Female,False,3.74,Humanities,White,760.0,4.0,Nonprofit/Gov,Admit
1188,Male,True,3.49,Business,,690.0,6.0,PE/VC,
1189,Male,False,3.38,Humanities,Other,700.0,6.0,Consulting,Waitlist
1190,Male,True,3.25,Humanities,,710.0,3.0,Health Care,
1191,Male,True,3.12,Humanities,,620.0,7.0,Consulting,
1192,Female,True,3.55,Humanities,,670.0,3.0,Nonprofit/Gov,
1193,Male,False,3.34,STEM,White,620.0,6.0,Investment Banking,
1194,Male,False,3.02,Humanities,Black,590.0,4.0,Nonprofit/Gov,
1195,Male,True,3.4,Business,,650.0,4.0,Nonprofit/Gov,
1196,Male,False,3.59,Humanities,Black,710.0,6.0,Investment Banking,
1197,Male,False,3.5,STEM,Black,730.0,5.0,Other,Admit
1198,Male,True,3.24,STEM,,620.0,5.0,Financial Services,
1199,Male,False,3.35,Humanities,Black,670.0,5.0,Energy,Admit
1200,Female,False,3.18,STEM,Asian,650.0,6.0,Nonprofit/Gov,
1201,Male,False,3.56,Humanities,Black,650.0,5.0,Consulting,
1202,Male,False,3.24,STEM,Hispanic,570.0,7.0,Consulting,
1203,Male,False,3.13,STEM,White,620.0,5.0,Consulting,
1204,Female,False,3.26,Humanities,Black,760.0,6.0,Consulting,
1205,Male,True,3.11,Humanities,,600.0,3.0,PE/VC,
1206,Female,True,3.09,Business,,620.0,5.0,Other,
1207,Female,False,3.18,Humanities,White,630.0,6.0,Technology,
1208,Male,False,3.13,STEM,Black,660.0,5.0,PE/VC,
1209,Male,True,3.27,Humanities,,760.0,6.0,Consulting,
1210,Male,True,3.41,Business,,620.0,3.0,Technology,
1211,Male,False,2.89,Humanities,White,570.0,9.0,Consulting,
1212,Male,True,3.24,Humanities,,710.0,6.0,Health Care,
1213,Male,False,3.18,STEM,Black,650.0,4.0,Investment Management,
1214,Female,False,3.18,Humanities,Black,600.0,5.0,Nonprofit/Gov,
1215,Female,False,3.11,STEM,Asian,680.0,5.0,Technology,
1216,Female,False,3.12,Humanities,White,570.0,6.0,Investment Banking,
1217,Male,False,3.17,Humanities,White,630.0,5.0,Technology,
1218,Male,True,3.34,Humanities,,660.0,5.0,Health Care,Admit
1219,Female,False,3.25,Humanities,White,600.0,4.0,Technology,
1220,Female,False,3.25,Business,White,630.0,3.0,Financial Services,
1221,Male,False,3.24,STEM,White,640.0,5.0,Nonprofit/Gov,
1222,Male,False,3.2,Humanities,White,660.0,7.0,Financial Services,
1223,Female,False,3.36,Humanities,Other,640.0,5.0,PE/VC,
1224,Male,True,3.23,STEM,,620.0,5.0,Technology,
1225,Male,True,3.02,Humanities,,570.0,6.0,PE/VC,
1226,Female,False,3.35,STEM,White,680.0,4.0,Investment Banking,
1227,Female,False,3.28,Humanities,Hispanic,620.0,4.0,Consulting,
1228,Male,False,2.97,Business,Asian,580.0,6.0,PE/VC,
1229,Female,False,3.22,Business,White,590.0,5.0,Consulting,
1230,Male,False,3.37,STEM,Asian,740.0,7.0,Investment Banking,
1231,Male,False,3.18,Humanities,Black,610.0,5.0,Nonprofit/Gov,
1232,Male,False,3.04,Humanities,White,600.0,6.0,Financial Services,
1233,Male,False,3.07,Business,Black,640.0,4.0,Health Care,
1234,Male,True,3.06,Business,,630.0,5.0,Technology,
1235,Female,False,3.23,STEM,Black,630.0,4.0,Consulting,
1236,Male,True,3.45,Humanities,,720.0,7.0,PE/VC,
1237,Male,True,2.96,Business,,590.0,6.0,Investment Banking,
1238,Male,True,3.14,STEM,,660.0,4.0,Other,
1239,Male,False,3.29,Humanities,Other,770.0,5.0,Financial Services,Admit
1240,Male,False,3.34,STEM,Black,600.0,5.0,Consulting,
1241,Female,False,3.23,Humanities,Hispanic,710.0,5.0,Nonprofit/Gov,
1242,Male,False,3.15,STEM,White,620.0,5.0,Consulting,
1243,Male,True,3.22,STEM,,620.0,5.0,PE/VC,
1244,Female,False,3.19,Business,Hispanic,590.0,4.0,Nonprofit/Gov,
1245,Male,False,3.41,STEM,White,640.0,4.0,CPG,
1246,Male,False,3.19,STEM,Black,590.0,5.0,Investment Banking,
1247,Male,True,3.29,Business,,700.0,4.0,Technology,
1248,Male,False,3.29,STEM,White,600.0,6.0,Other,
1249,Male,True,3.21,STEM,,720.0,5.0,Health Care,
1250,Female,True,3.32,STEM,,620.0,4.0,Consulting,
1251,Male,False,3.37,STEM,Other,580.0,4.0,Consulting,
1252,Male,True,3.31,Humanities,,630.0,5.0,Consulting,
1253,Female,False,3.2,Humanities,White,570.0,3.0,Consulting,
1254,Male,False,3.14,STEM,White,590.0,5.0,Nonprofit/Gov,
1255,Male,True,3.22,Business,,620.0,5.0,Consulting,
1256,Female,False,3.29,STEM,White,620.0,6.0,PE/VC,
1257,Female,True,3.3,Humanities,,600.0,4.0,Health Care,
1258,Female,False,3.11,STEM,Asian,720.0,6.0,Consulting,
1259,Male,False,3.12,Humanities,Black,610.0,5.0,Investment Banking,
1260,Male,True,2.99,Humanities,,580.0,7.0,Consulting,
1261,Male,False,3.24,Humanities,Black,720.0,7.0,Consulting,
1262,Female,False,3.09,Humanities,Asian,660.0,5.0,Financial Services,
1263,Female,False,3.05,Humanities,Asian,590.0,5.0,Financial Services,
1264,Female,False,3.21,Business,White,630.0,5.0,Financial Services,
1265,Male,True,3.37,Humanities,,670.0,7.0,Media/Entertainment,
1266,Male,False,3.27,Humanities,Asian,670.0,5.0,PE/VC,
1267,Female,False,3.19,Business,Black,620.0,6.0,Media/Entertainment,
1268,Male,False,3.25,STEM,White,680.0,5.0,Investment Management,Admit
1269,Female,False,3.32,Humanities,Asian,610.0,6.0,PE/VC,
1270,Male,False,3.34,STEM,White,670.0,4.0,PE/VC,
1271,Female,False,3.14,Business,White,610.0,5.0,CPG,
1272,Female,True,3.27,Humanities,,690.0,6.0,Consulting,Admit
1273,Female,False,3.35,Business,White,580.0,4.0,CPG,
1274,Female,True,3.08,Business,,680.0,4.0,Technology,
1275,Male,False,3.06,Humanities,White,630.0,4.0,Consulting,
1276,Female,True,3.12,Humanities,,600.0,6.0,Consulting,
1277,Male,True,3.28,Business,,640.0,5.0,PE/VC,
1278,Male,False,2.82,STEM,Asian,570.0,6.0,Other,
1279,Female,False,3.19,STEM,White,680.0,5.0,Nonprofit/Gov,
1280,Female,False,3.16,STEM,Black,570.0,5.0,Consulting,
1281,Male,False,3.11,STEM,Hispanic,660.0,4.0,Investment Banking,
1282,Female,False,3.29,Humanities,Asian,690.0,3.0,Consulting,
1283,Male,True,3.15,Humanities,,600.0,5.0,Investment Banking,
1284,Female,True,3.28,STEM,,610.0,5.0,Health Care,
1285,Male,False,3.2,Humanities,Black,670.0,5.0,Other,
1286,Male,False,3.08,STEM,Asian,640.0,5.0,Consulting,
1287,Male,True,3.24,Humanities,,670.0,4.0,Consulting,
1288,Female,False,3.34,STEM,White,620.0,6.0,Financial Services,
1289,Male,False,3.2,STEM,Other,660.0,6.0,Consulting,
1290,Male,False,3.19,STEM,Hispanic,690.0,5.0,Consulting,
1291,Male,False,3.27,STEM,Black,600.0,5.0,Technology,
1292,Female,False,3.65,Business,White,660.0,5.0,Investment Banking,Admit
1293,Male,False,3.41,Humanities,Asian,770.0,5.0,Consulting,
1294,Male,True,2.93,Humanities,,610.0,7.0,Consulting,
1295,Male,True,3.33,STEM,,730.0,5.0,Investment Management,Admit
1296,Male,False,3.21,Business,Hispanic,670.0,4.0,PE/VC,
1297,Female,False,3.23,STEM,White,710.0,4.0,Consulting,Admit
1298,Female,False,3.15,Business,White,660.0,7.0,Other,
1299,Male,False,3.16,STEM,Black,660.0,6.0,Health Care,
1300,Male,False,3.55,Humanities,Asian,670.0,3.0,Investment Management,Admit
1301,Female,False,3.32,STEM,Black,670.0,4.0,Nonprofit/Gov,
1302,Female,False,3.51,Humanities,Hispanic,740.0,5.0,Financial Services,Admit
1303,Male,False,3.1,STEM,Asian,680.0,5.0,Technology,
1304,Male,False,2.97,Business,Other,570.0,4.0,Consulting,
1305,Male,False,3.2,STEM,Other,680.0,6.0,Financial Services,
1306,Male,False,3.11,Humanities,Hispanic,630.0,4.0,Nonprofit/Gov,
1307,Female,False,3.28,Business,Black,650.0,5.0,Technology,
1308,Female,True,3.21,Humanities,,640.0,5.0,CPG,
1309,Male,True,3.51,STEM,,710.0,5.0,Other,
1310,Male,False,2.78,Humanities,Black,570.0,5.0,Technology,
1311,Male,True,3.17,Business,,610.0,5.0,Consulting,
1312,Female,True,3.24,Business,,670.0,4.0,Other,
1313,Female,True,3.31,Humanities,,690.0,6.0,PE/VC,
1314,Female,False,3.27,Business,Black,630.0,5.0,Consulting,
1315,Female,False,3.33,STEM,Hispanic,680.0,5.0,PE/VC,Admit
1316,Male,False,3.22,STEM,Other,730.0,4.0,Consulting,
1317,Male,False,3.17,Humanities,Hispanic,630.0,4.0,Nonprofit/Gov,
1318,Female,False,3.28,STEM,Hispanic,680.0,5.0,Other,
1319,Male,False,3.47,STEM,White,700.0,6.0,Investment Banking,
1320,Male,False,3.36,Humanities,Black,590.0,4.0,PE/VC,
1321,Female,False,3.14,Business,White,700.0,4.0,Nonprofit/Gov,
1322,Female,False,3.36,STEM,Black,640.0,5.0,Consulting,
1323,Female,False,3.23,STEM,White,650.0,5.0,Investment Banking,
1324,Female,False,3.26,STEM,Black,710.0,5.0,Technology,
1325,Male,False,3.17,Humanities,White,570.0,5.0,Media/Entertainment,
1326,Female,True,3.46,Business,,580.0,5.0,Technology,
1327,Female,False,3.51,STEM,Hispanic,630.0,6.0,Consulting,
1328,Male,True,2.89,Humanities,,570.0,6.0,PE/VC,
1329,Male,False,3.29,STEM,Black,660.0,4.0,Consulting,
1330,Male,False,3.31,STEM,Asian,710.0,4.0,Technology,
1331,Female,True,3.26,Business,,620.0,5.0,Consulting,
1332,Male,False,3.22,STEM,White,660.0,7.0,Nonprofit/Gov,
1333,Female,False,3.35,Humanities,White,650.0,5.0,Investment Banking,
1334,Female,True,3.3,Humanities,,620.0,4.0,PE/VC,
1335,Female,False,3.03,Humanities,Asian,580.0,5.0,Nonprofit/Gov,
1336,Female,False,3.13,STEM,Hispanic,580.0,6.0,Consulting,
1337,Male,False,3.18,Business,Asian,650.0,5.0,Financial Services,
1338,Male,False,3.37,Business,Asian,720.0,4.0,Technology,
1339,Female,False,3.13,Business,Asian,640.0,4.0,Consulting,
1340,Female,False,3.38,Humanities,Asian,670.0,6.0,Investment Banking,Admit
1341,Male,False,3.09,STEM,Asian,630.0,6.0,Technology,
1342,Female,True,3.19,STEM,,630.0,6.0,Technology,
1343,Male,False,3.11,Business,Hispanic,650.0,5.0,Investment Banking,
1344,Male,False,3.37,Humanities,Asian,670.0,4.0,PE/VC,
1345,Female,False,3.44,Humanities,Asian,730.0,5.0,Consulting,
1346,Male,True,3.47,STEM,,720.0,7.0,Investment Banking,Admit
1347,Male,True,3.31,Humanities,,690.0,4.0,PE/VC,Admit
1348,Female,True,3.2,Humanities,,720.0,6.0,Nonprofit/Gov,
1349,Female,True,3.3,Humanities,,620.0,1.0,PE/VC,
1350,Male,True,3.36,STEM,,650.0,5.0,Technology,
1351,Male,False,3.01,Humanities,White,600.0,5.0,Investment Banking,
1352,Male,False,3.25,Business,White,570.0,5.0,Real Estate,
1353,Female,False,3.26,Humanities,Other,670.0,4.0,Nonprofit/Gov,
1354,Male,False,3.27,Business,Asian,620.0,6.0,Consulting,
1355,Male,True,3.27,Humanities,,610.0,6.0,Financial Services,
1356,Male,True,3.4,STEM,,690.0,5.0,Investment Banking,Admit
1357,Male,True,3.16,STEM,,660.0,6.0,Nonprofit/Gov,
1358,Male,True,3.45,Humanities,,720.0,5.0,PE/VC,Admit
1359,Female,False,3.4,Humanities,White,690.0,7.0,Investment Banking,
1360,Female,False,3.43,Humanities,Black,670.0,5.0,Consulting,Admit
1361,Male,False,2.93,Humanities,White,570.0,5.0,Nonprofit/Gov,
1362,Male,False,3.4,Humanities,Other,710.0,4.0,Health Care,
1363,Male,False,3.16,STEM,White,590.0,5.0,Consulting,
1364,Male,False,2.87,Humanities,Asian,600.0,7.0,Nonprofit/Gov,
1365,Male,True,3.18,STEM,,640.0,6.0,Consulting,
1366,Male,True,3.29,STEM,,610.0,4.0,Investment Banking,
1367,Male,False,3.1,Business,White,690.0,4.0,Investment Banking,
1368,Female,False,3.36,Business,Asian,710.0,5.0,Consulting,
1369,Female,False,3.05,STEM,White,620.0,6.0,Consulting,
1370,Male,False,3.22,Humanities,Hispanic,620.0,6.0,CPG,
1371,Female,True,3.28,Humanities,,600.0,4.0,PE/VC,
1372,Male,True,2.96,Humanities,,590.0,3.0,PE/VC,
1373,Female,False,3.13,Business,Black,610.0,5.0,Other,
1374,Male,True,3.23,Business,,600.0,5.0,Investment Banking,
1375,Female,False,3.58,Humanities,Asian,740.0,6.0,Consulting,
1376,Male,True,3.12,Business,,630.0,5.0,Investment Banking,
1377,Male,False,3.58,STEM,Black,660.0,5.0,Technology,Admit
1378,Male,True,3.21,STEM,,670.0,6.0,Investment Banking,
1379,Male,False,3.28,Business,Asian,620.0,5.0,Nonprofit/Gov,
1380,Female,False,3.34,Humanities,Hispanic,670.0,4.0,Consulting,
1381,Male,False,3.53,Business,White,690.0,5.0,Nonprofit/Gov,Admit
1382,Female,False,3.32,Humanities,Other,670.0,5.0,Consulting,Admit
1383,Female,False,3.13,Business,Other,660.0,3.0,Investment Banking,
1384,Male,False,3.4,Business,Asian,680.0,4.0,Nonprofit/Gov,
1385,Male,False,3.31,STEM,Black,720.0,6.0,Health Care,
1386,Female,False,3.5,Humanities,Black,650.0,5.0,Investment Management,
1387,Female,True,3.33,Business,,620.0,5.0,Consulting,
1388,Female,False,3.41,STEM,Asian,750.0,5.0,Financial Services,Admit
1389,Male,False,3.1,Business,Asian,720.0,5.0,Technology,
1390,Male,False,3.06,Humanities,Hispanic,610.0,4.0,Nonprofit/Gov,
1391,Male,True,3.08,Humanities,,580.0,6.0,Consulting,
1392,Female,True,3.39,Business,,680.0,6.0,Consulting,
1393,Male,True,3.16,Business,,660.0,6.0,Nonprofit/Gov,
1394,Female,False,3.36,Humanities,White,670.0,5.0,Investment Banking,
1395,Male,True,3.07,Business,,600.0,5.0,Financial Services,
1396,Male,True,3.49,STEM,,670.0,5.0,Consulting,Admit
1397,Male,True,3.25,Business,,630.0,6.0,Technology,
1398,Male,True,3.31,STEM,,670.0,6.0,Investment Management,
1399,Male,True,3.13,STEM,,610.0,4.0,Investment Banking,
1400,Female,True,3.37,Business,,740.0,4.0,Consulting,
1401,Male,False,3.31,STEM,Black,680.0,6.0,PE/VC,
1402,Female,False,3.02,Humanities,Black,610.0,4.0,Consulting,
1403,Male,False,3.32,Business,White,650.0,6.0,Consulting,
1404,Male,False,3.33,Humanities,Asian,620.0,5.0,PE/VC,
1405,Male,False,3.3,STEM,Asian,630.0,5.0,Health Care,
1406,Male,False,3.34,Business,Hispanic,620.0,6.0,Nonprofit/Gov,
1407,Male,False,3.37,Business,Black,610.0,4.0,Nonprofit/Gov,
1408,Male,True,3.23,Business,,620.0,6.0,Consulting,
1409,Male,False,3.31,STEM,Other,630.0,6.0,Other,
1410,Female,False,3.21,Business,Hispanic,570.0,6.0,Consulting,
1411,Male,False,3.25,Humanities,White,630.0,4.0,Investment Banking,
1412,Female,False,3.2,Business,Other,710.0,5.0,PE/VC,
1413,Male,False,3.23,Business,Hispanic,660.0,5.0,Media/Entertainment,
1414,Male,True,3.58,Humanities,,690.0,4.0,Consulting,
1415,Male,False,3.2,STEM,White,730.0,4.0,Consulting,
1416,Male,False,3.4,Humanities,Other,640.0,4.0,Investment Banking,
1417,Male,False,3.27,Business,Black,660.0,3.0,Real Estate,
1418,Male,False,3.05,Business,Black,640.0,5.0,Consulting,
1419,Male,False,3.25,Humanities,Other,660.0,4.0,Consulting,
1420,Male,False,3.23,STEM,Asian,610.0,6.0,Consulting,
1421,Male,False,3.51,Business,White,740.0,5.0,Investment Banking,Admit
1422,Female,False,3.19,Humanities,Hispanic,630.0,4.0,Nonprofit/Gov,
1423,Male,True,3.48,STEM,,620.0,4.0,PE/VC,
1424,Male,False,3.1,Business,White,670.0,7.0,Consulting,
1425,Female,False,3.37,Business,Asian,710.0,7.0,PE/VC,
1426,Female,False,3.06,STEM,Other,590.0,5.0,Technology,
1427,Male,False,3.25,Humanities,White,650.0,4.0,Consulting,
1428,Female,False,3.21,Business,White,700.0,6.0,Technology,
1429,Female,True,3.05,Business,,660.0,6.0,Consulting,
1430,Male,False,3.06,Humanities,Black,610.0,7.0,Financial Services,
1431,Male,False,3.17,STEM,Asian,640.0,4.0,Investment Banking,
1432,Male,True,3.29,Humanities,,760.0,4.0,CPG,
1433,Male,False,3.26,Humanities,Black,660.0,6.0,Retail,
1434,Male,True,3.37,Business,,650.0,5.0,Investment Banking,
1435,Female,False,3.44,Humanities,Hispanic,710.0,6.0,Consulting,
1436,Male,True,3.62,STEM,,740.0,6.0,PE/VC,
1437,Female,True,3.2,Humanities,,580.0,5.0,Consulting,
1438,Female,False,3.0,Humanities,Black,670.0,3.0,Financial Services,
1439,Male,True,2.89,STEM,,570.0,5.0,PE/VC,
1440,Female,False,3.2,Humanities,Black,580.0,4.0,Investment Management,
1441,Male,False,3.35,Humanities,Asian,680.0,4.0,PE/VC,
1442,Female,True,3.29,Business,,580.0,6.0,Nonprofit/Gov,
1443,Male,False,3.24,STEM,White,690.0,4.0,Consulting,
1444,Male,False,3.12,STEM,White,570.0,5.0,Health Care,
1445,Female,False,3.34,STEM,Asian,650.0,7.0,Health Care,
1446,Female,False,3.18,Humanities,White,730.0,5.0,PE/VC,
1447,Female,False,3.42,Humanities,Asian,720.0,6.0,Health Care,Admit
1448,Male,False,3.03,STEM,Asian,610.0,5.0,Technology,
1449,Female,False,3.29,Humanities,White,690.0,5.0,Technology,
1450,Female,False,3.49,STEM,Black,680.0,4.0,Consulting,
1451,Male,False,3.11,STEM,White,570.0,4.0,PE/VC,
1452,Female,False,3.55,STEM,White,620.0,5.0,Nonprofit/Gov,
1453,Male,False,3.1,Humanities,White,660.0,6.0,Nonprofit/Gov,
1454,Male,True,3.58,Business,,730.0,6.0,Other,Admit
1455,Male,False,3.32,STEM,Asian,740.0,7.0,Consulting,
1456,Male,False,3.28,Business,Asian,640.0,4.0,Investment Banking,
1457,Female,False,3.3,Humanities,Black,670.0,6.0,PE/VC,Waitlist
1458,Male,True,3.31,STEM,,680.0,4.0,Consulting,Admit
1459,Female,False,3.19,Business,Asian,720.0,4.0,Consulting,
1460,Male,False,3.39,STEM,Other,670.0,4.0,Technology,
1461,Male,False,3.17,STEM,Black,570.0,6.0,Financial Services,
1462,Male,True,3.32,Humanities,,720.0,6.0,Consulting,
1463,Female,False,3.45,Humanities,Asian,690.0,5.0,CPG,Admit
1464,Female,True,3.23,Humanities,,630.0,4.0,Technology,
1465,Female,True,2.96,STEM,,600.0,5.0,Financial Services,
1466,Female,False,3.11,Business,Asian,630.0,5.0,Technology,
1467,Female,True,3.38,Humanities,,680.0,5.0,Consulting,
1468,Male,True,3.37,Business,,640.0,5.0,PE/VC,
1469,Male,False,3.25,Business,Black,620.0,4.0,Consulting,
1470,Male,True,3.15,Business,,610.0,7.0,Consulting,
1471,Female,False,3.28,STEM,Hispanic,660.0,5.0,PE/VC,
1472,Male,False,3.4,Business,White,750.0,6.0,PE/VC,
1473,Female,False,3.17,Humanities,Hispanic,700.0,5.0,Real Estate,
1474,Male,False,3.19,STEM,White,660.0,6.0,Health Care,
1475,Female,False,3.38,Business,Black,650.0,4.0,CPG,
1476,Female,False,3.2,Business,White,580.0,6.0,Consulting,
1477,Male,False,3.0,STEM,White,630.0,6.0,Nonprofit/Gov,
1478,Female,False,3.54,STEM,Other,590.0,5.0,Financial Services,
1479,Male,False,3.03,STEM,Asian,640.0,5.0,Consulting,
1480,Male,False,3.14,Business,Other,570.0,4.0,Health Care,
1481,Male,False,3.28,Humanities,White,650.0,4.0,Technology,
1482,Male,False,3.37,Humanities,Other,700.0,4.0,Technology,
1483,Female,True,3.25,Humanities,,600.0,4.0,Energy,
1484,Female,False,3.37,STEM,Asian,660.0,5.0,PE/VC,
1485,Male,False,3.21,STEM,White,660.0,6.0,Investment Banking,
1486,Female,True,3.24,STEM,,690.0,5.0,Other,
1487,Male,False,3.19,STEM,White,570.0,4.0,Media/Entertainment,
1488,Male,False,3.12,Business,White,610.0,5.0,Investment Management,
1489,Male,True,3.22,Humanities,,680.0,6.0,Technology,Admit
1490,Female,False,3.05,STEM,Black,620.0,5.0,Nonprofit/Gov,
1491,Male,True,3.26,Business,,620.0,4.0,PE/VC,
1492,Male,False,3.39,Humanities,Asian,630.0,5.0,PE/VC,
1493,Female,False,2.73,STEM,White,570.0,6.0,Technology,
1494,Male,False,3.25,STEM,White,640.0,4.0,Real Estate,
1495,Female,True,3.22,STEM,,570.0,5.0,Consulting,
1496,Male,False,3.25,Humanities,Black,630.0,6.0,Other,
1497,Male,False,3.53,Business,White,750.0,5.0,PE/VC,Admit
1498,Male,False,3.3,Humanities,Hispanic,600.0,5.0,PE/VC,
1499,Female,False,3.32,Business,White,690.0,5.0,Other,
1500,Male,False,3.38,Business,White,720.0,5.0,Other,
1501,Male,False,3.12,Business,Asian,590.0,4.0,Health Care,
1502,Male,False,3.4,Humanities,Other,680.0,4.0,PE/VC,
1503,Female,True,3.16,Business,,620.0,3.0,Nonprofit/Gov,
1504,Female,False,3.42,STEM,White,740.0,5.0,Nonprofit/Gov,Admit
1505,Male,False,3.52,Humanities,Other,710.0,6.0,PE/VC,Admit
1506,Male,False,3.15,STEM,Black,690.0,4.0,Investment Banking,
1507,Female,False,3.42,Humanities,White,770.0,6.0,Nonprofit/Gov,
1508,Male,False,3.33,Business,Asian,760.0,6.0,PE/VC,Admit
1509,Male,False,3.68,Business,Asian,760.0,5.0,Health Care,
1510,Female,False,3.03,Business,White,590.0,5.0,Investment Banking,
1511,Male,True,3.02,STEM,,660.0,4.0,Other,
1512,Female,True,3.23,STEM,,640.0,4.0,Other,
